"id_org";"nazwa";"rok_zalozenia";"miejscowosc";"id_kraju";"id_rodzaju";"id_statusu";"www";"email"
606;"Sekcja Polska w Liceum Montaigne (Association des Parents d'Eléves de la Section Polonaise du Lycee Montaigne) w Paryżu";2005;"Paryż";29;4;1;"www.sekcja-polska.montaigne.pl";"sekcjapolska.montaigne@gmail.com"
607;"Seminarium Polskie w Paryżu";1945;"Paryż";29;3;1;"http://sempol.paris.pagesperso-orange.fr/";
608;"Społeczna Szkoła Polska Quo Vadis z siedzibą przy Parafii Miłosierdzia Bożego w Paryżu";2005;"Paryż";29;4;1;"http://spkparyz.superszkolna.pl";"szkola.quovadis@gmail.com"
609;"Stowarzyszenie ABC mówimy po polsku w Lille";2002;"Lille";29;1;1;"www.abcpologne.org";"abcpologne@sfr.fr"
610;"Stowarzyszenie Ballada w Fleurbaix";2000;"Fleurbaix";29;1;1;"http://www.ballada-asso.fr/";
611;"Stowarzyszenie Concorde - Przyjaciele Polskiej Misji Katolickiej we Francji";1973;"Paryż";29;1;1;"www.mission-catholique-polonaise.net";"association.concorde@sfr.fr"
612;"Stowarzyszenie Dom Polski w Paryżu";2006;"Paryż";29;4;1;"www.lamaisondepologne.org";"lamaisondepologne@wanadoo.fr"
613;"Stowarzyszenie France Pologne Gironde w Cestas";1994;"Cestas";29;1;1;"http://france-pologne-gironde.com";
614;"Stowarzyszenie Jumelage Montceau - Żory w Montceau-les-Mines";2007;"Montceau-les-Mines";29;1;1;"http://montceauzory.canalblog.com/";"jumelagemontceau-zory@orange.fr"
615;"Stowarzyszenie Les Chemins de Pologne w La Chapelle Rablais";2001;"La Chapelle Rablais";29;1;1;"www.chemins-de-pologne.org";"cheminsdepologne@gmail.com"
616;"Stowarzyszenie Mater Polonia w Villejuif";2010;"Paryż";29;1;1;;"materpolonia@voila.fr"
617;"Stowarzyszenie Mówmy Po Polsku w Melun";1996;"Melun";29;1;1;"http://mowimypopolsku77.blogspot.fr/";"nogaret.monique@orange.fr"
618;"Stowarzyszenie St. André - Wieliczka";1995;"Saint André";29;1;1;"www.standrewieliczka.free.fr";"stephanie.delecolle@wanadoo.fr"
619;"Stowarzyszenie Tradycja i przyszłość w Liévin";1981;"Liévin";29;1;1;"www.traditionetavenir.com";"Trad.avenir@orange.fr"
620;"Stowarzyszenie Tradycja i przyszłość w Mericourt";1981;"Mericourt";29;1;1;"www.traditionetavenir.com";
621;"Stowarzyszenie Architektów Polskich we Francji (SARPF)";1977;"Paryż";29;1;1;"www.sarpfr.org";
622;"Stowarzyszenie Argenteuil – Sartrouville (Association des Parents d’Eleves de Culture Polonaise)";1936;"Argenteuil";29;1;1;"http://www.polonia-argenteuil.com";"contact@polonia-argenteuil.com"
623;"Stowarzyszenie Biblioteki Polskiej w Paryżu (SBBP)";2002;"Paryż";29;1;1;"www.bibliotheque-polonaise-paris-shlp.fr";
624;"Stowarzyszenie Bylych Uczniow Liceum im. Cypriana Norwida w Villard de Lans (Mémoire du Lycée Polonais Cyprian Norwid – Villard-de-Lans – 1940-1946)";1973;"Villard-de-Lans";29;1;1;"www.lycee-polonais.com";"info@lycee-polonais.com"
625;"Stowarzyszenie Francusko - Polskie MPT de Courdimanche w Les Ulis";1992;"Les Ulis";29;1;1;"www.francopolulis.voila.net";"francopolulis@orange.fr"
626;"Stowarzyszenie Francusko - Polskie Polonica w Aix en Provence";1999;"Aix en Provence";29;1;1;"www.aixpolonica.net";"polonica@aixpolonica.net"
627;"Stowarzyszenie Francusko - Polskie Departamentu Dordogne w Trelissac";1987;"Trelissac";29;1;1;;"yvesflet@free.fr"
628;"Stowarzyszenie Francusko - Polskie Saint Etienne - Katowice (ASEMKA) w Saint Priest en Jarez";1992;"Saint Priest en Jarez";29;1;1;"http://www.asemka.org/";"Alicja.Tardy@emse.fr"
629;"Stowarzyszenie Instytut Literacki Kultura w Le Mesnil-le-Roi";1999;"Le Mesnil-le-Roi";29;1;1;"www.kulturaparyska.com";"kontakt@instytutliteracki.com"
630;"Stowarzyszenie Inżynierów i Techników Polskich we Francji (SITPF)";1917;"Paryż";29;1;1;"www.sitpf.europolonia.org";
631;"Stowarzyszenie Komitet Francusko - Polski w Puy-de-Dôme";1980;"Clermont-Ferrand";29;1;1;;"kosinski.colette@wanadoo.fr"
632;"Stowarzyszenie Kresowian we Francji";2008;"Noisy-le-Grand";29;1;1;"http://kresyenfrance.wix.com/kresy";"krysiapol@yahoo.fr"
633;"Stowarzyszenie Kulturalna Europa w Paryżu";2007;"Paryż";29;1;1;"www.kulturalnaeuropa.com";"sylvia.filus@mail.com"
634;"Stowarzyszenie Kulturalne Szampania - Polska w Reims";1982;"Reims";29;1;1;"www.associationculturellechampagnepologne.unblog.fr/";"accp51@live.fr"
635;"Stowarzyszenie Kultury i Lingwistyki Francusko - Polskiej z Val De Marne";2006;"Champigny sur Marne";29;4;1;"www.aclfp94.com";
636;"Stowarzyszenie Lekarzy Pochodzenia Polskiego we Francji (AMOPF)";1989;"Paryż";29;1;1;"http://amopf.monsite-orange.fr/";"amopf@orange.fr"
637;"Stowarzyszenie Obrońców Krzyża we Francji";2011;"Paryż";29;1;1;"http://www.obroncykrzyzaparyz.com/";"stow.obroncowkrzyzaparyz@hotmail.fr"
638;"Stowarzyszenie Polonia Sarthe w Le Mans";2001;"Le Mans";29;1;1;"www.polonia-sarthe.com";"jbigard@orange.fr"
639;"Stowarzyszenie Polski Fundusz Humanitarny we Francji";1957;"Lailly-en-Val";29;1;1;"http://www.fhp-fontpertuis.fr";
640;"Stowarzyszenie Polskich Artystów Muzyków w Paryżu";1991;"Paryż";29;1;1;;"inter.intermezzo@gmail.com"
641;"Stowarzyszenie Polskich Kombatantów i Ich Rodzin w Paryżu";1948;"Paryż";29;1;1;;"jeankukuryka@hotmail.fr"
642;"Stowarzyszenie Polskie (Association des Polonais de l'Ouest) w Nantes";1990;"Nantes";29;1;1;;"jerzy.lukomski@yahoo.fr"
643;"Stowarzyszenie Polskie Bordeaux";2008;"Bordeaux";29;1;1;"www.polskie-bordeaux.org";
644;"Stowarzyszenie Polsko - Francuskie Polonika w Rueil Malmaison";2005;"Rueil Malmaison";29;1;1;"www.polonika.fr";"biuro@polonika.eu"
645;"Stowarzyszenie Polsko - Francuskie w Domont";2012;"Domont";29;1;1;"www.domont-france-pologne.fr";"adfpdomont@hotmail.fr"
646;"Stowarzyszenie Polsko - Francuskie w Villeurbanne";1968;"Villeurbanne";29;1;1;"www.groupe-folklorique-polonais-slask.com/association-franco-polonaise/";"henri.stecki@wanadoo.fr"
647;"Stowarzyszenie Pomost - Passerelle w Paryżu";2007;"Paryż";29;1;1;"www.pomost-passerelle.org";
648;"Stowarzyszenie Regionalne Francusko - Polskie w Tinqueux-Reims";1973;"Tinqueux-Reims";29;1;1;"www.arfp.net/pre_arfp.html";"contact@arfp.net"
649;"Stowarzyszenie Rodziców przy Szkole Polskiej w Grenoble";2009;"Grenoble";29;1;1;"www.szkolapolskagrenoble.weebly.com";"polskaszkola.grenoble@gmail.com"
650;"Stowarzyszenie Rodziców Uczniów Pochodzenia Polskiego w Aulnay-sous-Bois";1999;"Aulnay-sous-Bois";29;1;1;"www.ecole-polonaise.org/stowarzyszenie.php";"apeop@ecole-polonaise.org"
651;"Stowarzyszenie Rodziców Uczniów Sekcji Polskiej (APESP – Association des Parents d’Eleves de la Section Polonaise) w Lyonie";1997;"Lyon";29;1;1;"http://www.apesp-csi.fr/";"apespcsi@gmail.com"
652;"Stowarzyszenie Rodziców Uczniów Szkoły Polskiej (Association des Parents d’Eleves de l’Ecole Polonaise) w Nicei";2010;"Nicea";29;1;1;"www.szkola-nicea.org";"kontakt@szkola-nicea.org"
653;"Stowarzyszenie Vent d'Est w Bordeaux";1993;"Bordeaux";29;1;1;;"association-ventdest@orange.fr."
654;"Strona Polonii w Nantes";2008;"Nantes";29;7;1;"http://www.polonianantes.dbv.pl/";"przybyl.marlena@gmail.com"
655;"Szkolny Punkt Konsultacyjny im. Adama Mickiewicza przy Ambasadzie RP w Paryżu";1842;"Paryż";29;4;1;"www.paryz.orpeg.pl";"ecolepolonaise@wanadoo.fr"
656;"Szkolny Punkt Konsultacyjny przy Konsulacie Generalnym RP w Lyonie";1991;"Lyon";29;4;1;"http://lyon.orpeg.pl";"lyon-spk@orpeg.pl"
657;"Szkoła Ecole Nova Polska im. Stanisława Leszczyńskiego w Paryżu";2009;"Paryż";29;4;1;"www.ecolenovapolska.com";"ecolenovapolska@gmail.com"
658;"Szkoła Polska w Aix en Provence im. Konstantego Gaszyńskiego";1999;"Aix en Provence";29;4;1;"www.aixpolonica.net/szkola.htm";"szkolapolska.aix@aixpolonica.net"
659;"Szkoła Polska w Chelles";2015;"Chelles";29;1;1;"http://afpchelles.com/oszkole.html";"afpcassociation@gmail.com"
660;"Szkoła Polska w Dammarie-les-Lys";2009;"Dammarie-les-Lys";29;4;1;;"pologne.culture.loisirs@gmail.com"
661;"Szkoła Polska w Grenoble";1993;"Grenoble";29;4;1;"www.szkolapolskagrenoble.weebly.com";"polskaszkola.grenoble@gmail.com"
662;"Szkoła polska w Nicei";2010;"Nicea";29;4;1;"www.szkola-nicea.org";"kontakt@szkola-nicea.org"
663;"Towarzystwo Krzewienia Oświaty w Nilvange";1918;"Nilvange";29;1;1;;
664;"Towarzystwo Opieki nad Polskimi Zabytkami i Grobami Historycznymi we Francji";1965;"Paryż";29;1;1;;"klosowiczb@gmail.com"
665;"Towarzystwo Przyjaciół Fundacji Jana Pawła II w Vaudricourt";1989;"Vaudricourt";29;1;1;;"laure.baczkowski@cp.finances.gouv.fr"
666;"Towarzystwo Przyjaciół Słownika Biograficznego Polonii Świata";1993;"Paryż";29;1;2;;
667;"Wspólnota Francusko-Polska w Paryżu";1958;"Paryż";29;1;1;;"cfp.secretariat@gmail.com"
668;"Zagraniczny Ośrodek Polskiej Organizacji Turystycznej we Francji";1996;"Paryż";29;4;1;"www.pologne.travel/fr/professionnels/qui-sommes-nous";"info.fr@pologne.travel"
669;"Zakład Biografistyki Polonijnej (ZBP) przy Polskim Uniwersytecie na Obczyźnie (PUNO)";1995;"Paryż";29;4;1;"www.puno.edu.pl";
670;"Zespół Folklorystyczny Warszawa w Dijon";1959;"Dijon";29;1;1;"http://www.warszawadijon.fr/";"warszawa@wanadoo.fr"
671;"Zespół Pieśni i Tańca Kalina w Hénin-Beaumont";1977;"Hénin-Beaumont";29;1;1;"http://asso.nordnet.fr/kalina";"kalina@nordnet.fr"
672;"Zespół Pieśni i Tańca Polonez";1991;"Paryż";29;1;1;;"zosiatoriel@yahoo.fr"
673;"Zgromadzenie Sióstr Świętego Józefa (Józefitki) we Francji";1983;"Paryż";29;3;1;"www.jozefitki.pl";
674;"Zgromadzenie Służebnic Najświętrzego Serca Jezusowego (Sercanki) we Francji";1905;"Fouquieres-les-Béthune";29;3;1;"www.sercanki.org.pl/ogolne-informacje-o-prowincji-francuskiej.html";
675;"Związek Harcerstwa Polskiego - Okręg we Francji";1933;"Lapugnay";29;1;1;;
676;"Związek Polskich Artystów we Francji";1951;"Paryż";29;1;1;;
677;"Związek Polskich Towarzystw Kobiecych we Francji";1926;"Bruay-la-Buissiere";29;1;2;;
678;"Związek Rezerwistów i Byłych Wojskowych RP we Francji";1928;"Nancy";29;1;1;;"jpsakowicz@hotmail.fr"
679;"Związek Towarzystw Gimnastycznych Sokół we Francji";1910;"Carvin";29;1;2;;
680;"Zakon Braci Mniejszych Kapucynów";2000;"Essassa";30;3;1;;
681;"Zgromadzenie Sióstr św. Józefa Oblubieńca NMP (Józefitki) Delegatura Afrykańska - Gabon";2007;"Libreville";30;3;1;"http://jozefitki.pl/afryka/gabon.htm";
682;"Polonorama";2007;"Ateny";31;7;1;"www.polonorama.com";"info@polonorama.com"
683;"Niezależny Związek Polonii Greckiej";1999;"Ateny";31;1;1;"www.nzpg.gr";
684;"Parafia Serca Chrystusa Zbawiciela w Atenach";1999;"Ateny";31;3;1;"www.ateny.deon.pl";"parafia.ateny@gmail.com"
685;"Polska Misja Katolicka w Grecji";2005;"Ateny";31;3;1;"www.ateny.deon.pl";
686;"Przedszkole Motyl w Atenach";2010;"Ateny";31;4;1;"www.motyl.gr";
687;"Stowarzyszenie Przyjaciół Szkoły Polskiej w Grecji";2009;"Ateny";31;1;1;"www.polska-szkola.pl";
688;"Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Atenach Filia z siedzibą w Salonikach";1999;"Saloniki";31;4;1;;"saloniki@orpeg.pl"
689;"Towarzystwo Kultury Polskiej im. Juliusza Słowackiego w Atenach";2013;"Ateny";31;1;1;"www.cultathens.keed.pl";
690;"Zespół Szkół przy Ambasadzie RP w Atenach im. Zygmunta Mineyki";1997;"Ateny";31;4;1;"www.atenyzs.pl";"dyrektor@atenyzs.pl"
691;"Zgromadzenie Sióstr Misjonarek Chrystusa Króla dla Polonii Zagranicznej (Misjonarki Chrystusa Króla) w Grecji";2009;"Ateny";31;3;1;"www.mchr.pl";
692;"Zrzeszenie Polaków w Grecji Książe Mieszko";1913;"Pireus";31;1;1;"www.poloniagrecka.tp1.pl";"zrzeszenie.mieszko@wp.pl"
693;"Związek Polaków na Krecie";2007;"Chania";31;1;1;"www.polonorama.com";
694;"Związek Polonijnych Klubów Sportowych Panpolonikos w Atenach";2003;"Ateny";31;1;1;"www.panpolonikosateny.com";
695;"Klub Polski w Gruzji";1997;"Tbilisi";32;1;1;;
696;"Parafia Świętych Apostołów Piotra i Pawła w Tibilisi";1877;"Tbilisi";32;3;1;"http://www.catholicchurch.ge/index.php/pl/koscioly/tbilisi-kosciol-swietych-piotra-i-pawla";"maciejmamaj @ gmail.com"
697;"Stowarzyszenie Polaków w Gruzji Polonia";1995;"Tbilisi";32;1;2;;
698;"Szkoła języka polskiego przy Związku Kulturalno-Oświatowym Polaków w Gruzji Polonia";2010;"Tbilisi";32;4;1;;
699;"Związek Kulturalno - Oświatowy Polaków w Gruzji Polonia";1994;"Tbilisi";32;1;1;;"larmaria19@yahoo.com"
700;"Związek Polaków w Abchazji Wspólnota Polska";1998;"Suchumi";32;1;1;;
701;"Związek Polaków w Kachetii im. Ludwika Młokosiewicza Lagodechi";2008;"Lagodechi";32;1;1;;"kakheti-union@rambler.ru"
702;"Związek Polaków w Południowej Gruzji";1998;"Achalcyche";32;1;1;;"polonia.achalcyche@onet.pl"
703;"Związek Polonii Medycznej w Gruzji im. św. Grigoła Peradze";1999;"Tbilisi";32;1;1;;
704;"Swojskie Strony Bezpłatny Tygodnik Polaków w Hiszpanii";2006;"Madryt";33;7;1;"www.swojskiestrony.eu";"redakcja@swojskiestrony.eu"
705;"Centrum Biznesu, Nauki i Kultury";2012;"Barcelona";33;1;1;"http://www.circulo-ncc.eu/pl/";"info@circulo-ncc.es"
706;"Hiszpańsko - Polskie Stowarzyszenie Kulturalne Forum";1994;"Las Rozas de Madrid";33;1;1;"www.asociacionforum.org";"info@asociacionforum.org"
707;"Hiszpańsko - Polskie Stowarzyszenie Kulturalne Krakus";2014;"Leganés";33;1;1;;"krakus.mostoles@gmail.com"
708;"Kapelania Polska w Barcelonie";2001;"Barcelona";33;3;1;"www.kapelania-barcelona.pl";"barcelona@tchr.org"
709;"Koło Stowarzyszenia Młodzieży Patriotycznej Patriae Fidelis w Hiszpanii";2012;"Pampeluna";33;1;1;"www.patriaefidelis.pl";
710;"Kulturalne Stowarzyszenie Historyczne Poland First to Fight";2008;"Madryt";33;1;1;"www.polandfirsttofight.com";"poland@polandfirsttofight.com"
711;"Polish Professionals In Madrid";2012;"Madryt";33;1;1;"www.polishprofessionalsinmadrid.org";
712;"Polska Szkoła Forum w Madrycie";1994;"Madryt";33;4;1;"www.asociacionforum.org";
713;"Polska Szkoła Forum w Móstoles";2003;"Móstoles";33;4;1;"www.asociacionforum.org";
714;"Polska Szkoła Polonica A.P.N.H.P. POLONICA w Alcalá de Henares";2003;"Alcalá de Henares";33;4;1;"www.polonica.es";
715;"Polskie Stowarzyszenie Kulturalne w Galicji";2006;"Santiago de Compostela";33;1;1;"www.poloniaengalicia.com";"info@poloniaengalicia.com"
716;"Polskie Stowarzyszenie na rzecz Promocji i Wychowania Wielojęzycznego i Międzykulturowego w Kantabrii";2015;"Santander";33;1;1;"www.appemic.org";"hola@appemic.org"
717;"Polsko – Hiszpańska Izba Gospodarcza";2000;"Barcelona";33;6;1;"www.phig.pl";
718;"Portal Polonia.es";2012;"Madryt";33;7;1;"www.polonia.es";
719;"Sobotnia Szkoła dla dzieci w Mollerussa";2012;"Mollerussa";33;1;1;"http://szkolapolskamollerussa.bluu.pl/";"roza1110@poczta.onet.pl"
720;"Sobotnia Szkoła Polska im. Czesława Miłosza w Alcalá de Henares";1994;"Alcalá de Henares";33;4;1;"www.aguilablancaweb.org";
721;"Stowarzyszenia Kulturalne Polsko-Aragońskie";2002;"Saragossa";33;1;1;"www.worldonline.es";"arcorcueraf@worldonline.es"
722;"Stowarzyszenie Centrum Kultury Polskiej w Walencji";2011;"Walencja";33;1;1;"www.culturapolacaenvalencia.es";"culturapolacaenvalencia@gmail.com"
723;"Stowarzyszenie Idea Zarządzanie Kulturą";2013;"Cellera de Ter";33;1;1;"http://www.ideagc.com/";"info@ideagc.com"
724;"Stowarzyszenie im. Karola Wojtyły w Segovii";2006;"Segovia";33;1;1;"www.asociacionpolaca.karolwojtyla.com";"asociacionpolaca.karolwojtyla@gmail.com"
725;"Stowarzyszenie Kulturalne Baskijsko - Polskie Arrano-Zuria";1998;"Zeanuri";33;1;1;"www.poloniaeuskadi.org";"polonia@poloniaeuskadi.org"
726;"Stowarzyszenie Kulturalne Katalońsko - Polskie w Barcelonie";2000;"Barcelona";33;1;1;"www.catalunya-polonia.com";"punktbcn@gmail.com"
727;"Stowarzyszenie Kulturalne Przyjaźni Polsko - Hiszpańskiej Kopernik";2006;"Murcja";33;1;1;;"as.copernico@hotmail.com"
728;"Stowarzyszenie Kulturalne Salmantyńsko Polskie Polanoles";2015;"Salamanca";33;1;1;"http://asociacionculturalpolanoles.org";"info@asocciacionculturalpolanoles.org"
729;"Stowarzyszenie Kulturalne Szkoła Polska w Barcelonie";2013;"Barcelona";33;1;1;"http://szkolapolska.blogspot.com/";"ewa.hojna@gmail.com"
730;"Stowarzyszenie Kulturalno Sportowe Polaków w Hiszpanii Sparta-Alcala";2009;"Alcalá de Henares";33;1;1;;"jzawadzki33@yahoo.es"
731;"Stowarzyszenie Kulturalno-Sportowe Polonia";2007;"Móstoles";33;1;1;;"pawelt_polonia@hotmail.com"
732;"Stowarzyszenie Polaków Klub Polski";2000;"Fuengirola";33;1;2;"www.klubpolski.eu";
733;"Stowarzyszenie Polaków na Majorce";2001;"Palma de Mallorca";33;1;1;"http://poloniamallorca.pl/";"info@poloniamallorca.pl"
734;"Stowarzyszenie Polaków w Asturii Nike";2010;"Oviedo";33;1;1;"www.nikeastur.com";"nike.stowarzyszenie@gmail.com"
735;"Stowarzyszenie Polaków w Granadzie Sami Swoi";2013;"Granada";33;1;1;"http://www.samiswoi.org.es/";"asociacion.sami.swoi@gmail.com"
736;"Stowarzyszenie Polaków w Hiszpanii  Dom Polski w Getafe";2007;"Getafe";33;1;1;"www.naszdom.org";"info@naszdom.org"
737;"Stowarzyszenie Polaków w Hiszpanii Klub Wawel w Vicalvaro";2009;"Madryt";33;1;1;"www.klubwawel.org";"info@klubwawel.org"
738;"Stowarzyszenie Polaków w Hiszpanii Nasz Dom -  Nuestra Casa";2001;"Getafe";33;1;1;"www.naszdom.org";"info@naszdom.org"
739;"Stowarzyszenie Polaków w Hiszpanii Orzeł Biały";1993;"Alcalá de Henares";33;1;1;"www.aguilablancaweb.org";"info@aguilablanca.org"
740;"Stowarzyszenie Polaków Zamieszkałych w Avili Casa de Copernico";2006;"Avila";33;1;1;"www.casadecopernico.webcindario.com";"casacopernico@hotmail.com"
741;"Stowarzyszenie Polskich Lekarzy i Personelu Sanitarnego w Hiszpanii Polonia Médica";2009;"Murcja";33;1;1;"www.poloniamedica.com";"poloniamedica@ono.com"
742;"Stowarzyszenie Polskie Bursztyn";2016;"Valdemoro";33;1;1;;"apambar2016@gmail.com"
743;"Stowarzyszenie Polsko - Katalońskie w Lloret de Mar";2009;"Barcelona";33;1;1;"www.polonialloret.eu";
744;"Stowarzyszenie Polsko-Kanaryjskie Arka";2002;"Adeje";33;1;1;"www.arkacanarias.org";"info@arkacanarias.org"
745;"Stowarzyszenie Przyjaciół Języka Polskiego w Walencji";2015;"Walencja";33;1;1;"www.amigosdelalenguapolaca.com";"amigosdelalenguapolaca@gmail.com"
746;"Stowarzyszenie Rodziców Dzieci Mówiących Po Polsku Polonica";2003;"Alcalá de Henares";33;1;1;"www.associacionpolonica.org";"asociacionpolonica@yahoo.com"
747;"Stowarzyszenie Społeczno-Kulturowe Nasz Dom w Aragon";2001;"Saragossa";33;1;1;"www.naszdomaragon.org";"info@naszdomaragon.org"
748;"Szkoła Polska w Barcelonie";2002;"Barcelona";33;4;1;"www.szkolapolska.blogspot.com";
749;"Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) w Hiszpanii";1994;"Alcalá de Henares";33;3;1;"http://www.tchr.fr/placowki-w-hiszpanii.html";"kontakt@tchr.fr"
750;"Zagraniczny Ośrodek Polskiej Organizacji Turystycznej w Hiszpanii";1997;"Madryt";33;4;1;"http://www.pot.gov.pl/o-polskiej-organizacji-turystycznej/i/struktura-organizacyjna/osrodki-zagraniczne-pot";"madrid@pot.gov.pl"
751;"Nasza Polonia - Biuletyn Informacyjny Polonii Holenderskiej";1999;"Haga";34;7;1;"www.naszapolonia.com";
752;"Niedziela.nl";2005;"Haga";34;7;1;"www.niedziela.nl";"redakcja@niedziela.nl"
753;"Scena Polska";1994;"Utrecht";34;7;1;"www.poolspodium.org/pl/kwartalnik.html";"poolspodium@gmail.com"
754;"Wiatrak.nl";1997;"Breda";34;7;1;"www.wiatrak.nl";"info@wiatrak.nl"
755;"Biblioteka Polska w Amsterdamie";2009;"Amsterdam";34;5;1;"www.bibliotekapolska.nl";"info@bibliotekapolska.nl"
756;"Forum Polskich Szkół w Holandii";1996;"Eindhoven";34;1;1;"www.fpsn.nl";"info@fpsn.nl"
757;"Fundacja Plon Polska Platforma Porozumiewawcza w Królestwie Niderlandów";2010;"Gasselte";34;1;2;"www.stichtingplon.eu";"info@stichtingplon.eu"
758;"Fundacja Witryna w Lejdzie";1990;"Leiden";34;1;1;"www.witryna.nl";"info@witryna.nl"
759;"Fundacja im. Profesora Zygmunta Lubicz-Zaleskiego";1990;"Amsterdam";34;1;1;;"helene.zaleski@alior.pl"
760;"Fundacja Kulturalno - Charytatywna Euro Polonia";2010;"Badhoevedorp";34;1;1;"www.europolonia.nl";"euro-polonia@hotmail.com"
761;"Fundacja Niderlandzki Dom Polski";2008;"Amsterdam";34;1;2;"www.dompolski.nl";"dompolski@dompolski.nl"
762;"Fundacja Niderlandzko - Polskie Centrum Kultury i Edukacji w Rotterdamie";2007;"Rotterdam";34;1;1;"www.rotterdam.polskaszkola.nl";
763;"Fundacja Polska - Holandia w Hadze";2005;"Haga";34;1;1;"www.home.casema.nl/stembor";"stembor@casema.nl"
764;"Niderlandzko - Polska Izba Gospodarcza w Hadze";1997;"Haga";34;6;1;"www.nichamber.com.pl";"office@nlchamber.com.pl"
765;"Parafia Polska NMP Gwiazdy Morza w Rotterdamie";1996;"Rotterdam";34;3;1;"www.parafia-rotterdam.nl";"info@parafia-rotterdam.nl"
766;"Polska Misja Katolicka - Parafia Polska NMP Częstochowskiej w Archidiecezji Utrecht";1984;"Lunteren";34;3;1;"www.parafiapolska.nl";"proboszcz@parafiapolska.nl"
767;"Polska Misja Katolicka - Parafia Polska św. Maksymiliana Marii Kolbe  w Bredzie";2009;"Rijsbergen";34;3;1;"www.pp-breda.nl";"slawekklim@hotmail.com"
768;"Polska Misja Katolicka Amsterdam pw. Ducha Świętego - Północna Holandia";1990;"Aalsmeer";34;3;1;"www.pmkamsterdam.nl";"k.obiedzinski@pmkamsterdam.nl"
769;"Polska Misja Katolicka w Groningen";2008;"Hoogeveen";34;3;1;"www.pmk.groningen.org.pl";"jokonek@live.nl"
770;"Polska Szkoła im. H. Sienkiewicza w Rotterdamie";2007;"Rotterdam";34;4;1;"www.rotterdam.polskaszkola.nl";"akowsianka@wanadoo.nl"
771;"Polska Szkoła im. Ireny Kwiatkowskiej w Nijmegen";1996;"Nijmegen";34;4;1;"www.nijmegen.polskaszkola.nl";
772;"Polska Szkoła Parafialna w Rotterdamie";2006;"Rotterdam";34;4;1;"www.parafia.nl";
773;"Polska Szkoła Sobotnia w Oss";2010;"Oss";34;4;1;"www.osstoja.nl/Polska-Szko%C5%82a-Poolse-School.php";
774;"Polska Szkoła w Eindhoven";1988;"Eindhoven";34;4;1;"www.eindhoven.polskaszkola.nl";
775;"Polska Szkoła w Groningen";2003;"Groningen";34;4;1;"www.groningen.polskaszkola.nl";
776;"Polska Szkoła w Tilburgu";1994;"Tilburg";34;4;1;"www.polskaszkolatilburg.nl";
777;"Polskie Centrum Społeczno Kulturalne (Centrum Polonijne PCSK – Polski Dom Amsterdam)";2014;"Badhoevedorp";34;4;1;"http://centrumpolonijne.eu";"info@europolonia.nl"
778;"Polskie Centrum Zdrowia Psychicznego GGZ w Amsterdamie";2009;"Amsterdam";34;4;1;"www.ggzkeizersgracht.nl";
779;"Polskie Radio Amsterdam";2012;"Amsterdam";34;7;1;"www.pra24.nl";
780;"Polskie Towarzystwo Katolickie (PTK) w Enschede";1947;"Enschede";34;1;1;;
781;"Polskie Towarzystwo Medyczne w Holandii";1997;"Hilversum";34;1;3;;"jadwigak_b@hotmail"
782;"Polsko Niderlandzkie Stowarzyszenie Kulturalne";1980;"Zoetermeer";34;1;1;"www.pnkv.nl";"bestuur@pnkv.nl"
783;"Stowarzyszenie Emigranci w Brunssum";2014;"Brunssum";34;1;1;;
784;"Stowarzyszenie Serce Polski w Bredzie";2013;"Breda";34;1;1;"www.serce-polski.nl";"info@serce-polski.nl"
785;"Stowarzyszenie Ekspertów Polskich w Holandii Step";1991;"Zoetermeer";34;1;1;"www.polonia.nl";"info@polonia.nl"
786;"Stowarzyszenie Kulturalne Polonia w Bredzie";1989;"Breda";34;1;1;"www.polonia-breda.nl";"secretariaat@polonia-breda.nl"
787;"Stowarzyszenie Polskich Kombatantów w Holandii";1956;"Utrecht";34;1;1;;"b.olszewski@utrecht.nl"
788;"Stowarzyszenie Przedsiębiorców Polsko-Niderlandzkich w Zeist";2007;"Zeist";34;1;1;"www.vpno.nl";
789;"Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Hadze";1995;"Haga";34;4;1;"www.spk-haga.nl";
790;"Szkoła Polski Uśmiech w Delft";2012;"Delft";34;4;1;;
791;"Szkoła Polska w Bredzie";1997;"Breda";34;4;1;"www.polskaszkolabreda.webs.com";
792;"Szkoła Polska w Hadze";2003;"Haga";34;4;1;;
793;"Szkoła Polskiej Misji Katolickiej Amsterdam";1994;"Amsterdam";34;4;1;"www.szkola.pmkamsterdam.nl";"szkola@pmkamsterdam.nl"
794;"Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) w Holandii Prowincja pw. Świętego Józefa";1970;"Amsterdam";34;3;1;"www.tchr.org/niem";
795;"Zagraniczny Ośrodek Polskiej Organizacji Turystycznej w Amsterdamie";1992;"Amsterdam";34;1;1;"www.polen.travel/nl/";"amsterdam@pot.gov.pl"
796;"Zjednoczenie Katolicko-Polskich Towarzystw w Holandii";1929;"Brunssum";34;1;1;;
797;"Zjednoczenie Polaków w Hoensbroek";1929;"Brunssum";34;1;1;;
798;"Związek Polaków w Heerlen";1923;"Heerlen";34;1;1;;
